n_rows,n_features,n_neighbors,knn_accuracy,knn_precision,knn_recall,knn_f1_score,knn_fit_time,knn_predict_time,knn_total_time,kdtree_accuracy,kdtree_precision,kdtree_recall,kdtree_f1_score,kdtree_fit_time,kdtree_predict_time,kdtree_total_time,accuracy_difference,time_difference,kdtree_faster
5000,54,15,0.692,0.6757695736304314,0.692,0.6781927769058324,0.001997947692871,0.0843210220336914,0.0863189697265625,0.692,0.6757695736304314,0.692,0.6781927769058324,0.0338752269744873,0.1235697269439697,0.157444953918457,0.0,-0.0711259841918945,False
25000,5,3,0.6246,0.6144829301839081,0.6246,0.6174645267088152,0.002120018005371,0.3578455448150635,0.3599655628204345,0.6154,0.6054540335164567,0.6154,0.6087118664929898,0.0215551853179931,0.3084971904754638,0.330052375793457,-0.0092,0.0299131870269775,True
25000,5,5,0.64,0.6285090326695466,0.64,0.6303891442388815,0.0025110244750976,0.354264497756958,0.3567755222320556,0.6454,0.6331406090602174,0.6454,0.6358445072152447,0.0194549560546875,0.3173084259033203,0.3367633819580078,0.0053999999999999,0.0200121402740478,True
25000,5,7,0.6636,0.6512648673733711,0.6636,0.6528157628106125,0.0030038356781005,0.3607990741729736,0.3638029098510742,0.6626,0.6497284555547386,0.6626,0.6504837596598686,0.019716739654541,0.3119668960571289,0.3316836357116699,-0.001,0.0321192741394043,True
25000,5,9,0.6686,0.6508236600224875,0.6686,0.6560441225801485,0.0030012130737304,0.3639729022979736,0.3669741153717041,0.6678,0.648835044842668,0.6678,0.654442363238639,0.0190443992614746,0.3094329833984375,0.3284773826599121,-0.0008,0.0384967327117919,True
25000,5,11,0.676,0.6591158979430259,0.676,0.6633541537029707,0.002131700515747,0.3571209907531738,0.3592526912689209,0.676,0.659478339387187,0.676,0.6630931030150446,0.0180165767669677,0.3069310188293457,0.3249475955963135,0.0,0.0343050956726074,True
25000,5,15,0.6764,0.6591165630573337,0.6764,0.6631603357741886,0.0030004978179931,0.3679907321929931,0.3709912300109863,0.6764,0.6591269862214767,0.6764,0.6628490715274408,0.0169155597686767,0.2962043285369873,0.313119888305664,0.0,0.0578713417053222,True
25000,10,3,0.7082,0.7059756615051003,0.7082,0.7056444863640559,0.002000093460083,0.3615663051605224,0.3635663986206054,0.7082,0.7059756615051003,0.7082,0.7056444863640559,0.0298295021057128,0.8847050666809082,0.9145345687866212,0.0,-0.5509681701660156,False
25000,10,5,0.7188,0.7163770993118176,0.7188,0.7155277273581351,0.0019974708557128,0.3654763698577881,0.367473840713501,0.7186,0.7161892590297303,0.7186,0.7153376629144846,0.0303564071655273,0.9218432903289796,0.9521996974945068,-0.0001999999999999,-0.5847258567810059,False
25000,10,7,0.7244,0.7210001362652735,0.7244,0.7207166583494816,0.0055141448974609,0.3639888763427734,0.3695030212402344,0.7248,0.7214008687268297,0.7248,0.7211280286435283,0.0327076911926269,0.9450843334197998,0.9777920246124268,0.0003999999999999,-0.6082890033721924,False
25000,10,9,0.7236,0.7202773965505936,0.7236,0.7197456290125323,0.0035042762756347,0.3859403133392334,0.3894445896148681,0.7236,0.7202773965505936,0.7236,0.7197456290125323,0.0312345027923584,0.8676645755767822,0.8988990783691406,0.0,-0.5094544887542725,False
25000,10,11,0.723,0.7189001769254463,0.723,0.7183288252500842,0.0025186538696289,0.3829555511474609,0.3854742050170898,0.723,0.7189001769254463,0.723,0.7183288252500842,0.0289561748504638,0.9886140823364258,1.0175702571868896,0.0,-0.6320960521697998,False
25000,10,15,0.7294,0.725188918195137,0.7294,0.7246373012238108,0.0039994716644287,0.4196956157684326,0.4236950874328613,0.7296,0.7253897286466902,0.7296,0.7248418010715982,0.0341866016387939,1.1067867279052734,1.1409733295440674,0.0001999999999999,-0.717278242111206,False
25000,20,3,0.7906,0.7888719909707217,0.7906,0.7885315835905646,0.0032079219818115,0.6222133636474609,0.6254212856292725,0.7906,0.7888719909707217,0.7906,0.7885315835905646,0.0701668262481689,1.392242431640625,1.462409257888794,0.0,-0.8369879722595215,False
25000,20,5,0.7882,0.784762810405414,0.7882,0.7839919320930937,0.0025055408477783,0.3716523647308349,0.3741579055786133,0.7882,0.784762810405414,0.7882,0.7839919320930937,0.0612521171569824,1.323282241821289,1.3845343589782717,0.0,-1.0103764533996582,False
25000,20,7,0.7814,0.7787504322784725,0.7814,0.776824346562936,0.0035164356231689,0.3721365928649902,0.3756530284881592,0.7814,0.7787504322784725,0.7814,0.776824346562936,0.0605111122131347,1.3556804656982422,1.416191577911377,0.0,-1.0405385494232178,False
25000,20,9,0.776,0.7718945791270954,0.776,0.7709908137255171,0.0043017864227294,0.3765478134155273,0.3808495998382568,0.776,0.7718945791270954,0.776,0.7709908137255171,0.0567452907562255,1.3632075786590576,1.4199528694152832,0.0,-1.0391032695770264,False
25000,20,11,0.7764,0.7718398123695772,0.7764,0.7705576019846625,0.003000259399414,0.3869767189025879,0.3899769783020019,0.7764,0.7718398123695772,0.7764,0.7705576019846625,0.0714116096496582,1.40691876411438,1.478330373764038,0.0,-1.088353395462036,False
25000,20,15,0.765,0.7589865953048399,0.765,0.7582148814626078,0.0040004253387451,0.4867594242095947,0.4907598495483398,0.765,0.7589865953048399,0.765,0.7582148814626078,0.0677623748779296,1.4570014476776123,1.524763822555542,0.0,-1.034003973007202,False
25000,30,3,0.8032,0.800952975312184,0.8032,0.8012662983912539,0.0039980411529541,0.3966951370239258,0.4006931781768799,0.8032,0.800952975312184,0.8032,0.8012662983912539,0.0919146537780761,1.5492470264434814,1.6411616802215576,0.0,-1.2404685020446775,False
25000,30,5,0.802,0.8002002961279544,0.802,0.7990658723452694,0.0030007362365722,0.3862030506134033,0.3892037868499756,0.802,0.8002002961279544,0.802,0.7990658723452694,0.0883324146270752,1.4565308094024658,1.544863224029541,0.0,-1.1556594371795654,False
25000,30,7,0.7984,0.7956703190656326,0.7984,0.7946448074953623,0.003584861755371,0.414480447769165,0.4180653095245361,0.7984,0.7956703190656326,0.7984,0.7946448074953623,0.087853193283081,1.4767732620239258,1.5646264553070068,0.0,-1.1465611457824707,False
25000,30,9,0.7884,0.7842903370210306,0.7884,0.7836672906562165,0.0039980411529541,0.3961913585662842,0.4001893997192383,0.7884,0.7842903370210306,0.7884,0.7836672906562165,0.0871384143829345,1.5359277725219729,1.6230661869049072,0.0,-1.222876787185669,False
25000,30,11,0.7808,0.7770667221323754,0.7808,0.7755364365939097,0.0045139789581298,0.3835306167602539,0.3880445957183838,0.7808,0.7770667221323754,0.7808,0.7755364365939097,0.0868828296661377,1.4374020099639893,1.524284839630127,0.0,-1.1362402439117432,False
25000,30,15,0.7726,0.7685581544141908,0.7726,0.766242766767174,0.004390001296997,0.4314820766448974,0.4358720779418945,0.7726,0.7685581544141908,0.7726,0.766242766767174,0.0919780731201171,1.41731858253479,1.5092966556549072,0.0,-1.0734245777130127,False
25000,40,3,0.7986,0.7962519685141021,0.7986,0.7965719946164551,0.005007266998291,0.3836970329284668,0.3887042999267578,0.7986,0.7962519685141021,0.7986,0.7965719946164551,0.1133522987365722,1.5449464321136477,1.6582987308502195,0.0,-1.269594430923462,False
25000,40,5,0.7942,0.790958996186379,0.7942,0.7902498316809244,0.0045239925384521,0.3888146877288818,0.393338680267334,0.7942,0.790958996186379,0.7942,0.7902498316809244,0.1165544986724853,1.6017839908599854,1.7183384895324707,0.0,-1.3249998092651367,False
25000,40,7,0.7894,0.7874324467253427,0.7894,0.7850320012204456,0.00514817237854,0.401228666305542,0.406376838684082,0.7894,0.7874324467253427,0.7894,0.7850320012204456,0.1191959381103515,1.68609356880188,1.8052895069122317,0.0,-1.3989126682281494,False
25000,40,9,0.7778,0.7747576571016213,0.7778,0.7724170105388931,0.0050001144409179,0.4007549285888672,0.4057550430297851,0.7778,0.7747576571016213,0.7778,0.7724170105388931,0.1155014038085937,1.618506669998169,1.7340080738067627,0.0,-1.3282530307769775,False
25000,40,11,0.7758,0.7728901258558074,0.7758,0.7697492931803122,0.003511905670166,0.4426436424255371,0.4461555480957031,0.7758,0.7728901258558074,0.7758,0.7697492931803122,0.118779182434082,1.594923734664917,1.713702917098999,0.0,-1.267547369003296,False
25000,40,15,0.7634,0.7621530939296157,0.7634,0.7560538931315794,0.0051939487457275,0.4163520336151123,0.4215459823608398,0.7634,0.7621530939296157,0.7634,0.7560538931315794,0.1169686317443847,1.6432549953460691,1.760223627090454,0.0,-1.3386776447296145,False
25000,54,3,0.8004,0.7979938591665552,0.8004,0.7982765693092614,0.0065124034881591,0.4282577037811279,0.4347701072692871,0.8004,0.7979938591665552,0.8004,0.7982765693092614,0.1605198383331298,1.6685802936553955,1.8291001319885252,0.0,-1.3943300247192385,False
25000,54,5,0.7958,0.792561466114138,0.7958,0.7918001389883319,0.0065064430236816,0.4347858428955078,0.4412922859191894,0.7958,0.792561466114138,0.7958,0.7918001389883319,0.185312271118164,1.866039752960205,2.051352024078369,0.0,-1.6100597381591797,False
25000,54,7,0.7906,0.7885536821451812,0.7906,0.7861798721466151,0.0055093765258789,0.4237427711486816,0.4292521476745605,0.7906,0.7885536821451812,0.7906,0.7861798721466151,0.1562526226043701,1.7648043632507324,1.9210569858551023,0.0,-1.491804838180542,False
25000,54,9,0.7794,0.7762502256532171,0.7794,0.7739662626284898,0.0060949325561523,0.4094762802124023,0.4155712127685547,0.7794,0.7762502256532171,0.7794,0.7739662626284898,0.1533617973327636,1.78381609916687,1.9371778964996336,0.0,-1.521606683731079,False
25000,54,11,0.778,0.7749781935082976,0.778,0.7718671141107698,0.0060014724731445,0.4124276638031006,0.4184291362762451,0.778,0.7749781935082976,0.778,0.7718671141107698,0.1560053825378418,1.7886817455291748,1.9446871280670168,0.0,-1.5262579917907717,False
25000,54,15,0.7642,0.76274033181831,0.7642,0.7566902808530048,0.0055193901062011,0.4260380268096924,0.4315574169158935,0.7642,0.76274033181831,0.7642,0.7566902808530048,0.1590545177459716,1.8464128971099851,2.005467414855957,0.0,-1.5739099979400637,False
100000,5,3,0.6111,0.5986383767079797,0.6111,0.6033639580581135,0.0059976577758789,2.347610712051392,2.3536083698272705,0.61735,0.603878984491822,0.61735,0.608721100003804,0.0892324447631836,1.359776258468628,1.4490087032318115,0.0062499999999999,0.904599666595459,True
100000,5,5,0.6307,0.61374115988614,0.6307,0.6192197752933993,0.0065183639526367,2.281755924224853,2.2882742881774902,0.63085,0.6140681765553627,0.63085,0.6194727038966447,0.0888385772705078,1.3637244701385498,1.4525630474090576,0.0001499999999999,0.8357112407684326,True
100000,5,7,0.64215,0.6259767244306955,0.64215,0.6302371135425944,0.0055112838745117,2.6335232257843018,2.639034509658813,0.65015,0.6327614655840949,0.65015,0.637236153154977,0.0987508296966552,1.5921471118927002,1.6908979415893557,0.008,0.948136568069458,True
100000,5,9,0.65235,0.6353765127256159,0.65235,0.6397001413579221,0.0070695877075195,2.359935522079468,2.3670051097869877,0.649,0.6327071837797431,0.649,0.6368181470345228,0.0883214473724365,1.43548583984375,1.5238072872161863,-0.0033499999999999,0.8431978225708008,True
100000,5,11,0.6582,0.6402863940755086,0.6582,0.6452299996412603,0.0080628395080566,2.453852653503418,2.4619154930114746,0.6575,0.6393976687502406,0.6575,0.6445209748482053,0.0931432247161865,1.5000064373016355,1.5931496620178225,-0.0007,0.8687658309936523,True
100000,5,15,0.66925,0.6495691503586205,0.66925,0.6549119027611902,0.0060451030731201,2.3719046115875244,2.3779497146606445,0.66565,0.6453828997460649,0.66565,0.6513230539537928,0.0866765975952148,1.4971325397491455,1.5838091373443604,-0.0036,0.7941405773162842,True
100000,10,3,0.71325,0.7101960306648275,0.71325,0.7111181954109534,0.007512092590332,2.3558497428894043,2.3633618354797363,0.7135,0.7104797947423306,0.7135,0.7113906915942098,0.1479809284210205,7.251832485198975,7.399813413619995,0.0002499999999999,-5.036451578140259,False
100000,10,5,0.72635,0.723118450584379,0.72635,0.7235406102359456,0.0075087547302246,2.3367340564727783,2.344242811203003,0.72605,0.7228288061152728,0.72605,0.7232544303000302,0.157118558883667,7.618335723876953,7.77545428276062,-0.0003,-5.431211471557617,False
100000,10,7,0.7353,0.7322644249746062,0.7353,0.7323302627884892,0.0080039501190185,2.255309581756592,2.2633135318756104,0.7351,0.7320792584422136,0.7351,0.73213223572393,0.146458625793457,7.208904027938843,7.3553626537323,-0.0001999999999999,-5.0920491218566895,False
100000,10,9,0.73915,0.7356817362538459,0.73915,0.7355386023620807,0.0070033073425292,2.272573471069336,2.279576778411865,0.7392,0.7357490010034148,0.7392,0.735575658809158,0.1410746574401855,7.234473466873169,7.375548124313354,4.999999999999449e-05,-5.095971345901489,False
100000,10,11,0.74255,0.7392361445835178,0.74255,0.7387364798074073,0.0075130462646484,2.2274718284606934,2.234984874725342,0.7425,0.7391862133630777,0.7425,0.7386806459075896,0.1409111022949218,7.536288261413574,7.677199363708496,-4.999999999999449e-05,-5.442214488983154,False
100000,10,15,0.74435,0.741220344022079,0.74435,0.7406056006559723,0.007512092590332,2.18333101272583,2.190843105316162,0.74445,0.7413191667311861,0.74445,0.7407049458013195,0.1643664836883545,7.617376327514648,7.781742811203003,9.9999999999989e-05,-5.590899705886841,False
100000,20,3,0.8475,0.8464209702121863,0.8475,0.8466774462511059,0.011070966720581,2.4086363315582275,2.4197072982788086,0.8475,0.8464209702121863,0.8475,0.8466774462511059,0.2887113094329834,19.44572401046753,19.734435319900516,0.0,-17.314728021621704,False
100000,20,5,0.84505,0.8438505764033376,0.84505,0.8435422112431076,0.0126590728759765,2.5625925064086914,2.575251579284668,0.84505,0.8438505764033376,0.84505,0.8435422112431076,0.2871882915496826,19.126464128494263,19.413652420043945,0.0,-16.838400840759277,False
100000,20,7,0.83935,0.8379361206785566,0.83935,0.8376147380370946,0.0088062286376953,2.6199891567230225,2.6287953853607178,0.83935,0.8379361206785566,0.83935,0.8376147380370946,0.3069069385528564,18.485803604125977,18.792710542678837,0.0,-16.163915157318115,False
100000,20,9,0.83485,0.833560893989783,0.83485,0.8329146238331692,0.0094411373138427,2.567626476287842,2.577067613601685,0.83485,0.833560893989783,0.83485,0.8329146238331692,0.2872979640960693,17.944475889205933,18.231773853302,0.0,-15.654706239700316,False
100000,20,11,0.82995,0.828765972126868,0.82995,0.827663837153408,0.0085046291351318,2.5057313442230225,2.5142359733581543,0.82995,0.828765972126868,0.82995,0.827663837153408,0.2997076511383056,18.219916820526123,18.51962447166443,0.0,-16.005388498306274,False
100000,20,15,0.82005,0.8191131632971231,0.82005,0.8171422516562158,0.0111143589019775,2.5618560314178467,2.572970390319824,0.82005,0.8191131632971231,0.82005,0.8171422516562158,0.3067855834960937,18.92263174057007,19.22941732406616,0.0,-16.656446933746338,False
100000,30,3,0.871,0.8700923788358114,0.871,0.8702287769328982,0.0212523937225341,2.9773993492126465,2.9986517429351807,0.871,0.8700923788358114,0.871,0.8702287769328982,0.4608502388000488,21.64477825164795,22.105628490448,0.0,-19.106976747512817,False
100000,30,5,0.86585,0.8648449955770606,0.86585,0.8646468094644048,0.0115082263946533,2.8525660037994385,2.864074230194092,0.86585,0.8648449955770606,0.86585,0.8646468094644048,0.4693150520324707,21.671377658843998,22.140692710876465,0.0,-19.276618480682373,False
100000,30,7,0.8597,0.8584861905827774,0.8597,0.8583413674562776,0.0170426368713378,2.78548002243042,2.802522659301758,0.8597,0.8584861905827774,0.8597,0.8583413674562776,0.433373212814331,21.606717109680176,22.040090322494507,0.0,-19.23756766319275,False
100000,30,9,0.8557,0.8544444059976614,0.8557,0.8539777767953357,0.0135200023651123,2.69726300239563,2.710783004760742,0.8557,0.8544444059976614,0.8557,0.8539777767953357,0.4448647499084472,21.21254277229309,21.657407522201535,0.0,-18.9466245174408,False
100000,30,11,0.8495,0.8482309292553929,0.8495,0.8474495578105506,0.0154807567596435,2.9567360877990723,2.972216844558716,0.8495,0.8482309292553929,0.8495,0.8474495578105506,0.5471274852752686,23.0638906955719,23.611018180847168,0.0,-20.63880133628845,False
100000,30,15,0.8419,0.8407630441933074,0.8419,0.8393679970271529,0.0145835876464843,3.0231480598449707,3.037731647491455,0.8419,0.8407630441933074,0.8419,0.8393679970271529,0.4831173419952392,23.769054174423218,24.252171516418457,0.0,-21.214439868927,False
100000,40,3,0.87255,0.8715331514189711,0.87255,0.871760499082619,0.0196151733398437,3.0738470554351807,3.0934622287750244,0.87255,0.8715331514189711,0.87255,0.871760499082619,0.6135139465332031,24.78408527374268,25.39759922027588,0.0,-22.30413699150085,False
100000,40,5,0.865,0.86387146908002,0.865,0.8638364040565862,0.0245637893676757,3.1343119144439697,3.158875703811645,0.865,0.86387146908002,0.865,0.8638364040565862,0.6826207637786865,24.768924951553345,25.45154571533203,0.0,-22.292670011520386,False
100000,40,7,0.8577,0.8566104293290893,0.8577,0.8563318990983655,0.0159063339233398,2.8030807971954346,2.8189871311187744,0.8577,0.8566104293290893,0.8577,0.8563318990983655,0.636221170425415,23.61980080604553,24.256021976470947,0.0,-21.437034845352173,False
100000,40,9,0.8504,0.8493002473735735,0.8504,0.8486798655125205,0.0176327228546142,2.8357653617858887,2.853398084640503,0.8504,0.8493002473735735,0.8504,0.8486798655125205,0.6101789474487305,28.434478998184204,29.04465794563293,0.0,-26.19125986099243,False
100000,40,11,0.845,0.8438503211704851,0.845,0.8428826242272477,0.0190372467041015,3.15735936164856,3.176396608352661,0.845,0.8438503211704851,0.845,0.8428826242272477,0.6278975009918213,25.80849933624268,26.436396837234497,0.0,-23.26000022888184,False
100000,40,15,0.83625,0.834860533669407,0.83625,0.8334859437461777,0.0250518321990966,2.9422402381896973,2.967292070388794,0.83625,0.834860533669407,0.83625,0.8334859437461777,0.6214101314544678,27.329005479812626,27.95041561126709,0.0,-24.983123540878296,False
100000,54,3,0.87335,0.8723567935306341,0.87335,0.8725861769507123,0.0235395431518554,3.522414445877075,3.5459539890289307,0.87335,0.8723567935306341,0.87335,0.8725861769507123,1.0538458824157717,30.30392408370972,31.35776996612549,0.0,-27.81181597709656,False
100000,54,5,0.86585,0.8647351704566192,0.86585,0.864712043804446,0.0220434665679931,3.129568099975586,3.151611566543579,0.86585,0.8647351704566192,0.86585,0.864712043804446,0.8611865043640137,29.112872838974,29.974059343338013,0.0,-26.822447776794437,False
500000,30,5,0.92298,0.922769401180578,0.92298,0.9228068895871416,0.07266879081726074,48.68234062194824,48.7550094127655,0.92298,0.922769401180578,0.92298,0.9228068895871416,3.1636571884155273,490.8069837093353,493.97064089775085,0.0,-445.21563148498535,False
1000000,30,5,0.9252342882713871,0.924999142094302,0.9252342882713871,0.9250335167869665,0.07986974716186523,65.44204187393188,65.52191162109375,0.9252342882713871,0.924999142094302,0.9252342882713871,0.9250335167869665,3.5047733783721924,670.0301787853241,673.5349521636963,0.0,-608.0130405426025,False
